Cell_Type,Gene,Metabolite,Metabolite_Production,Gene_Expression,Treatment_Effectiveness
Healthy Cells,Gene_A,Pyruvate,82.3922938584517,79.89649025337457,71.04860682895641
Treated Healthy Cells,Gene_E,Glucose,32.705072716566676,36.22283639386602,29.451225543776694
Cancerous Cells,Gene_D,Pyruvate,20.471328669585056,21.746208359138773,20.839748021616987
Healthy Cells,Gene_E,Glucose,82.24876340305866,92.88040199977901,1.2137996816758867
Treated Healthy Cells,Gene_B,ATP,31.58184554382927,30.700018284833398,89.6590620625477
Cancerous Cells,Gene_E,Glutamate,42.98639705211527,39.84076821640322,91.22484700064406
Healthy Cells,Gene_C,ATP,74.8163935671444,69.95589594516332,6.141744164382013
Healthy Cells,Gene_D,Pyruvate,26.45858064714957,29.33560799939876,52.18153230513606
Treated Cancerous Cells,Gene_B,Pyruvate,91.07575402543888,81.91302215610013,15.257445867360985
Cancerous Cells,Gene_E,Glucose,6.319794635060653,7.003462363178126,75.86875546482742
Cancerous Cells,Gene_D,Pyruvate,68.05156915397066,79.11826673889345,66.53914717661469
Treated Healthy Cells,Gene_D,Lactate,56.56942013185101,60.18513226178042,29.71308129551443
Treated Cancerous Cells,Gene_B,Pyruvate,59.539634085142815,57.299364411359285,11.696028104036538
Treated Cancerous Cells,Gene_E,Glucose,39.27377806132744,45.837703913866065,83.12206628073886
Treated Cancerous Cells,Gene_D,Glucose,29.345634919381325,27.70455962834224,67.4252479284851
Treated Cancerous Cells,Gene_D,Lactate,53.146591289215856,46.407028543123666,0.6819945002552785
Cancerous Cells,Gene_A,Glucose,41.279144467248514,45.00285120186873,62.78717809361053
Cancerous Cells,Gene_D,Glutamate,57.2127350216477,58.375418878306995,81.0296027696346
Healthy Cells,Gene_A,ATP,25.09739667039369,28.157428585553024,59.07680595764828
Healthy Cells,Gene_E,Pyruvate,7.328939122609008,7.759558197614902,42.47136766767197
Treated Cancerous Cells,Gene_E,Glutamate,11.734663649534333,14.508944663913825,58.3918378542315
Treated Cancerous Cells,Gene_E,Pyruvate,82.6083559829554,69.91774314615728,61.97120567473473
Treated Cancerous Cells,Gene_C,Glutamate,2.1735599615537953,2.2492329635540487,64.00346239421309
Healthy Cells,Gene_E,Pyruvate,95.54033631892925,85.644304464543,96.70450539043635
Treated Healthy Cells,Gene_D,Lactate,59.513835065709415,69.43973274799133,17.86477875583583
Treated Healthy Cells,Gene_B,Glucose,86.4052823500954,76.80865413077163,62.30931273139058
Healthy Cells,Gene_A,Glucose,95.64154696323676,83.59844490934748,18.799331962968445
Healthy Cells,Gene_C,Lactate,13.32869615774075,12.271044393018116,20.99567202490118
Healthy Cells,Gene_E,Glutamate,95.50987416783921,82.24510909700663,66.92578837073668
Healthy Cells,Gene_E,ATP,43.7463856921004,50.464243765905636,91.59540849719828
Healthy Cells,Gene_B,Glutamate,87.71934782525746,88.5523838753197,15.90442470992416
Healthy Cells,Gene_B,Glucose,92.91816017584048,88.65866010603435,96.2465533756426
Treated Cancerous Cells,Gene_C,ATP,2.5108346895917193,2.417804375417021,31.9372326016229
Treated Cancerous Cells,Gene_A,Pyruvate,43.815722156185466,38.28652154835389,39.13140434568001
Treated Cancerous Cells,Gene_E,ATP,46.65349072440029,52.639879586527336,15.368082393883753
Treated Cancerous Cells,Gene_C,Glutamate,59.0347978230673,67.8360089782902,61.58361058516504
Healthy Cells,Gene_D,Lactate,25.795438496830595,28.618624668413396,59.64204946239673
Treated Healthy Cells,Gene_D,Pyruvate,29.163278651357935,25.21422606646523,44.22697431026492
Cancerous Cells,Gene_C,Glutamate,44.85251222119212,38.12657190890473,47.609138988433585
Healthy Cells,Gene_E,Pyruvate,51.48908570856629,50.09386917498945,62.297587578689075
Cancerous Cells,Gene_C,ATP,95.16681955640071,95.11462314054133,58.349653496435835
Treated Healthy Cells,Gene_E,Glucose,79.42345723512385,76.21084666974374,37.426338164841155
Treated Cancerous Cells,Gene_B,Glutamate,44.929450132009116,42.932116693770524,88.41143852998667
Treated Healthy Cells,Gene_C,Lactate,4.71964691434114,5.436617844018377,66.7660523127356
Healthy Cells,Gene_E,ATP,18.10862210050274,16.852059214375934,20.540633059980873
Treated Cancerous Cells,Gene_C,Glutamate,44.72347058269175,45.592442431941706,31.990299350572737
Healthy Cells,Gene_C,Lactate,81.94842554206998,81.38259000987043,78.78781017032536
Treated Cancerous Cells,Gene_E,Glutamate,30.91729869127912,38.069553567734395,10.452538102009946
Cancerous Cells,Gene_E,ATP,59.54817949652002,53.84966507450597,75.02319987242969
Cancerous Cells,Gene_A,Glutamate,101.14594040004067,89.18048860851022,35.88424411457953
Cancerous Cells,Gene_C,Pyruvate,95.74470471387505,91.37962594266288,55.169104610843554
Treated Healthy Cells,Gene_D,ATP,23.724233305122947,21.57749964426894,28.055811717283962
Healthy Cells,Gene_C,Glutamate,4.399086836559847,4.359492179259439,98.64565718204278
Treated Healthy Cells,Gene_C,Glucose,31.98690782979604,30.541053097151494,90.58402921423043
Cancerous Cells,Gene_E,Glutamate,66.64594123228086,69.58023148257801,92.84498369442518
Healthy Cells,Gene_C,Pyruvate,106.21542708370411,95.11122009762664,18.47755179775167
Cancerous Cells,Gene_C,Lactate,7.60543385043693,7.703199998411392,84.16900959617651
Treated Healthy Cells,Gene_D,Lactate,3.0537070640472086,2.8483810549271515,53.539710102409025
Treated Healthy Cells,Gene_E,Lactate,92.70917916581311,88.41472129857219,70.78592002736387
Treated Healthy Cells,Gene_C,Glucose,80.86895290236129,74.81452691031411,21.75040667404464
Cancerous Cells,Gene_B,Pyruvate,110.54505978938221,99.22485791555754,71.1984645979216
Healthy Cells,Gene_A,ATP,39.88107290635512,39.67928814656532,91.42672445722961
Healthy Cells,Gene_D,Lactate,46.81514537588985,41.605090513676934,26.74813858487999
Cancerous Cells,Gene_C,Pyruvate,17.212279310344957,17.23118372974496,23.335985154950656
Healthy Cells,Gene_B,Glutamate,13.700706703013878,11.584715259733846,10.441454847347774
Cancerous Cells,Gene_C,Glucose,63.720828726652215,57.871801059023795,26.6806675311661
Healthy Cells,Gene_C,Pyruvate,31.636573547560396,36.428500129483254,53.579226181561246
Treated Cancerous Cells,Gene_E,Pyruvate,9.090486956037392,8.031644794524507,83.27162914375604
Treated Cancerous Cells,Gene_E,ATP,90.52901047562956,88.69870695233199,27.880026265763945
Treated Healthy Cells,Gene_E,Pyruvate,23.679485410068686,19.835646824933306,62.11443890693135
Treated Cancerous Cells,Gene_B,ATP,81.41061513716468,74.85843470035329,47.959069917303985
Treated Cancerous Cells,Gene_C,Glucose,23.530986966643464,28.222859611811113,28.857904061777162
Treated Cancerous Cells,Gene_A,Glucose,77.87499604264967,81.29048307527991,51.03590811946472
Cancerous Cells,Gene_D,Glutamate,11.921498267201628,11.839684142765405,16.796239639587718
Treated Cancerous Cells,Gene_E,ATP,85.85990345530064,75.60716102217614,63.957755984851815
Treated Cancerous Cells,Gene_E,ATP,10.712012412553186,9.811887390051243,11.566272118385069
Treated Healthy Cells,Gene_C,Lactate,42.356176906967335,44.69157878569433,73.0980525143228
Treated Cancerous Cells,Gene_C,Lactate,77.90524546600523,73.40043505996046,17.77126783855072
Treated Cancerous Cells,Gene_B,Glutamate,17.85473343716094,17.32183811869006,99.81591533168718
Healthy Cells,Gene_B,Glucose,24.293551792957427,28.5664988846723,82.3672594760412
Treated Healthy Cells,Gene_E,Lactate,77.30528118782,86.47669920921976,34.38403038597223
Treated Healthy Cells,Gene_C,Pyruvate,82.88690366365726,88.5119320907646,42.62047722893123
Treated Healthy Cells,Gene_A,Glucose,3.9462016086958642,4.493545245272623,25.919102110768844
Treated Healthy Cells,Gene_D,Pyruvate,14.456690269312515,16.809058535297527,76.71145611799992
Treated Healthy Cells,Gene_C,ATP,9.671219420899067,11.7471940272859,38.0726969957774
Treated Healthy Cells,Gene_C,Glucose,20.65106765059468,17.9693094651303,75.51855098195357
Cancerous Cells,Gene_B,Glutamate,88.82819222964571,97.01877243062725,1.8401554680180565
Treated Cancerous Cells,Gene_D,ATP,50.5386953029152,55.16552487904565,13.562095950459574
Treated Healthy Cells,Gene_E,ATP,41.31050909205403,46.811239045492684,36.49743347025686
Treated Cancerous Cells,Gene_C,Pyruvate,97.4779179215681,98.44673730926161,10.890853339459273
Treated Cancerous Cells,Gene_E,ATP,56.01289903949936,55.69561298607354,60.11279922962408
Cancerous Cells,Gene_C,Lactate,58.397375792398876,66.11179273455245,5.083209853412329
Treated Healthy Cells,Gene_E,Glucose,34.72221502954326,33.27705460491802,85.9762994589343
Healthy Cells,Gene_D,Lactate,41.6199504247836,38.21148645095186,76.13079987559824
Cancerous Cells,Gene_B,Pyruvate,56.44131291040005,59.440938380907305,21.625647922795245
Healthy Cells,Gene_D,Pyruvate,7.2171109464211325,6.978578400046476,48.379190612971776
Treated Cancerous Cells,Gene_A,Glucose,25.61184932995271,25.588288604477516,45.18130784109206
Treated Cancerous Cells,Gene_B,ATP,17.28438885220959,19.681174946030712,72.48646153403777
Cancerous Cells,Gene_D,Glutamate,1.7355655168449724,1.5893393140003598,40.15089004745089
Cancerous Cells,Gene_A,Pyruvate,60.16414759768056,53.69012705204219,3.293529782984572
Healthy Cells,Gene_C,Glucose,59.44451595245931,56.10528395238791,27.373585884983864
Treated Healthy Cells,Gene_C,Glutamate,35.68939341287159,38.393922303725894,46.61958052370421
Healthy Cells,Gene_E,ATP,31.460381626846182,26.872746946479086,97.4492216160639
Cancerous Cells,Gene_B,Pyruvate,64.0416274399385,65.20598759946247,88.11586669543453
Healthy Cells,Gene_C,Glucose,12.204851865641626,13.465916138445689,18.140614400219047
Cancerous Cells,Gene_B,Glucose,49.95786696251543,51.861503163533406,72.3275940490771
Healthy Cells,Gene_C,Glucose,82.70851383773719,76.80739858106199,93.68254730147876
Cancerous Cells,Gene_E,Pyruvate,18.70323419400297,16.429798395247232,0.8792613035258579
Cancerous Cells,Gene_D,Glutamate,71.0045189302411,75.32595385958187,72.09456736708259
Cancerous Cells,Gene_E,Glucose,67.94273678102317,76.07945091533979,45.93334956111573
Treated Healthy Cells,Gene_A,ATP,6.295877199647766,5.992664823045491,68.02361962831111
Healthy Cells,Gene_C,Glucose,2.1949222804478397,1.8784326087181835,60.55892735717903
Healthy Cells,Gene_A,Glutamate,85.05546833718307,97.39354059881948,98.46654944557015
Healthy Cells,Gene_A,Pyruvate,21.6822137110322,19.338265949882494,28.881540629786784
Cancerous Cells,Gene_B,Glucose,81.44463477759022,82.2139209100103,78.61429818692648
Healthy Cells,Gene_C,Glucose,62.91631714238321,56.18506530452986,23.463988831306114
Healthy Cells,Gene_A,ATP,26.505834947130797,26.44721575369968,43.56079775501729
Cancerous Cells,Gene_D,ATP,12.359293152483573,12.997043661881257,97.53808739674118
Treated Cancerous Cells,Gene_A,Glucose,53.57639870117613,49.66772735777275,76.61362960141525
Cancerous Cells,Gene_D,Glucose,47.26337940787781,40.735481162944986,31.582125628355907
Healthy Cells,Gene_B,ATP,64.86366593298072,69.88860851170678,61.936928309195
Cancerous Cells,Gene_A,Glutamate,88.9972428808054,90.41685495477267,4.969208350277499
Treated Cancerous Cells,Gene_E,Lactate,71.80882358889862,80.52480869634384,26.63949166209697
Cancerous Cells,Gene_B,Lactate,23.969648149054823,27.44520502048119,71.83904896036145
Healthy Cells,Gene_D,Glucose,97.66319693438754,87.89332184523057,57.00935695883249
Treated Cancerous Cells,Gene_B,ATP,73.36057440439316,83.33913141046041,46.96728529767723
Treated Healthy Cells,Gene_A,Pyruvate,103.81492501201072,92.91362337217683,69.08760600159631
Healthy Cells,Gene_C,Pyruvate,44.56746749906142,45.86608210379877,39.8458890819826
Treated Cancerous Cells,Gene_C,Lactate,92.07680355870535,76.85751724093984,2.6156144532413106
Treated Cancerous Cells,Gene_D,Glutamate,52.00299091128387,59.16580655236704,44.10266235155673
Treated Healthy Cells,Gene_D,Lactate,25.99501710802898,31.050275254948335,90.21291922932616
Cancerous Cells,Gene_C,Glucose,82.55499952464837,99.44310025427635,85.66151283141213
Cancerous Cells,Gene_D,Glutamate,4.3447072477020425,3.8307466839661353,40.89971854095129
Healthy Cells,Gene_B,Pyruvate,15.823369332760336,16.227257255907467,2.2221440760382682
Treated Healthy Cells,Gene_E,ATP,71.51493357917722,89.25423625318949,63.63072726203157
Cancerous Cells,Gene_E,ATP,6.964173114976505,6.056284341263352,74.11944277828646
Treated Healthy Cells,Gene_B,Glucose,102.05252028971172,88.68206673435218,29.42435760842749
Cancerous Cells,Gene_E,Lactate,80.28837904104265,71.52214760582008,47.66639996195743
Treated Cancerous Cells,Gene_A,Glucose,3.2990930943973003,3.6684005394542307,99.18567952477085
Cancerous Cells,Gene_B,ATP,40.74681197846411,42.932004285417655,57.63430129815986
Treated Healthy Cells,Gene_D,Pyruvate,82.83874151582238,75.4471475002237,35.10749056615666
Treated Cancerous Cells,Gene_B,ATP,58.06170063886935,58.310028463079966,62.74888766401331
Treated Cancerous Cells,Gene_C,Glutamate,80.62817844102628,93.5871291964458,18.00223068640845
Treated Cancerous Cells,Gene_D,ATP,77.83802124971297,86.76440329119998,19.925237327458
Treated Healthy Cells,Gene_C,ATP,39.552995208777205,33.2647635334146,92.4924714714017
Healthy Cells,Gene_D,Glutamate,7.281368306191311,8.462719552009034,23.920004116933068
Healthy Cells,Gene_E,Lactate,102.96483780543694,94.42570396456513,31.07893792157441
Healthy Cells,Gene_B,ATP,51.273843212866545,51.72867677679266,54.377724196975386
Treated Healthy Cells,Gene_A,Glucose,8.179577352619036,7.439762437194853,89.96926202776064
Treated Cancerous Cells,Gene_D,ATP,86.92000708423932,81.65756133592795,78.14488897190144
Healthy Cells,Gene_D,Glucose,84.73729952319754,86.8506470685391,4.378392066987491
Treated Healthy Cells,Gene_C,Glutamate,60.20594328322822,63.942464017657095,69.30296688983692
Healthy Cells,Gene_E,ATP,49.30401844182033,44.75089656863399,50.406148268399285
Cancerous Cells,Gene_C,Glutamate,61.532856424083505,66.21730123235727,47.555284200238056
Healthy Cells,Gene_C,Glutamate,78.80290609321327,70.66836957051235,69.15583668255432
Healthy Cells,Gene_E,Lactate,95.72720564815364,89.30299580859679,19.62320462190441
Treated Cancerous Cells,Gene_A,ATP,98.55580738036934,95.58616803747381,98.14886636617199
Treated Healthy Cells,Gene_C,Glucose,48.73295519085462,51.43209323909114,64.5306530272449
Treated Cancerous Cells,Gene_C,Glucose,70.42981640631123,79.84945335265625,36.56561746118562
Treated Cancerous Cells,Gene_D,ATP,104.56903196182488,96.45095559916548,60.02022080701612
Treated Cancerous Cells,Gene_E,Lactate,12.652105533934249,15.1243338146966,21.64708632896203
Treated Cancerous Cells,Gene_B,Lactate,2.170632452248836,1.8267981609676687,63.38418648549562
Treated Cancerous Cells,Gene_A,Lactate,103.53696104993047,86.8963772848294,2.8217140737797353
Healthy Cells,Gene_A,Glucose,16.63902683106529,19.52733332471608,34.118191140836615
Treated Cancerous Cells,Gene_E,Glutamate,3.5749031037177272,4.247876663180095,74.75168967475064
Treated Cancerous Cells,Gene_D,Lactate,15.450665170700157,16.009613765744458,80.797784911414
Treated Healthy Cells,Gene_D,Glucose,45.53579748315946,38.41149112437693,25.291941331396806
Cancerous Cells,Gene_E,Glucose,21.05223413440907,21.926570159258006,53.94094612799864
Healthy Cells,Gene_D,Glutamate,28.862366882969972,30.525362910044308,52.8492889689118
Healthy Cells,Gene_A,ATP,105.47161702306609,97.52940514300464,42.14560463767805
Healthy Cells,Gene_A,ATP,61.388414491914446,70.44055441625751,22.84329827529785
Treated Cancerous Cells,Gene_B,Lactate,67.32557744751091,71.2191728253204,70.32282332287728
Treated Cancerous Cells,Gene_E,Lactate,8.67813216669519,9.468537472792281,25.236168174551963
Treated Cancerous Cells,Gene_C,Glutamate,76.18317025060692,73.20983698226917,91.10257371566158
Treated Healthy Cells,Gene_C,Lactate,63.96076360020685,73.93443329553048,52.850129111850265
Cancerous Cells,Gene_B,Glutamate,67.25971827171772,65.97450184066322,87.04783373106218
Treated Cancerous Cells,Gene_B,Glucose,26.110694345861265,22.84362959978751,29.074272080416396
Cancerous Cells,Gene_D,Lactate,42.543404065606076,42.30361790821849,80.7079156258732
Treated Healthy Cells,Gene_B,Glucose,90.83920012942802,84.62764546696253,11.36635848999925
Healthy Cells,Gene_B,Pyruvate,55.633384109346224,67.02016293406263,76.68303420073934
Treated Cancerous Cells,Gene_C,Glutamate,71.78219860852467,73.27688349999023,38.694584992530224
Cancerous Cells,Gene_D,Pyruvate,49.21946470201157,58.73744001258089,46.999008881858686
Cancerous Cells,Gene_B,Lactate,46.7473253735331,44.95865991117785,16.68073202595728
Treated Cancerous Cells,Gene_B,Glucose,69.25755622047403,75.90520100671083,1.8627688524392338
Healthy Cells,Gene_D,Lactate,6.214575769693509,6.7925814366304955,66.61974931282816
Healthy Cells,Gene_E,Pyruvate,55.91991274360773,67.31607327802641,58.77182834004182
Healthy Cells,Gene_D,Lactate,92.15118438544052,99.72045078506791,62.24281520696574
Treated Healthy Cells,Gene_C,ATP,78.2275721344266,78.01919294680316,25.50017580269198
Cancerous Cells,Gene_E,Pyruvate,30.0403166324694,29.05635115774553,23.9277462883106
Cancerous Cells,Gene_A,Lactate,22.966399167218643,27.78194947053806,83.02963112692477
Cancerous Cells,Gene_D,Glucose,70.7641165575496,66.72186105934588,76.12527525932332
Treated Healthy Cells,Gene_C,Lactate,89.1867978174545,89.58542570085304,33.67901158413606
Cancerous Cells,Gene_E,Glucose,58.64821302915397,57.794974084784286,63.780571597568034
Treated Healthy Cells,Gene_D,ATP,59.76093779331474,52.740228717005834,82.81500041688139
Healthy Cells,Gene_B,Lactate,15.02623838783849,16.038413384367132,88.88294422179487
Treated Cancerous Cells,Gene_D,ATP,62.21759955735413,71.54569553598165,0.5806260909242633
Cancerous Cells,Gene_A,Pyruvate,71.68531055907668,70.22986196378908,81.34623931347242
Cancerous Cells,Gene_D,Glucose,113.90772174457588,96.69513923338477,35.03923342469258
Healthy Cells,Gene_E,Pyruvate,30.233791231154207,30.01921843056644,71.83782847761766
Treated Cancerous Cells,Gene_E,Glucose,85.6874861433137,75.64454763675317,37.140136459999965
Treated Healthy Cells,Gene_D,ATP,47.86927355399455,43.4065261197629,60.62490867940149
Treated Cancerous Cells,Gene_E,Glutamate,56.25676899336955,55.84727916161349,64.67824400060186
Healthy Cells,Gene_B,Lactate,86.46425224515261,81.64538556005581,40.49927709162261
Healthy Cells,Gene_D,ATP,21.370843032592568,22.19950450189756,51.278533113774486
Treated Cancerous Cells,Gene_B,Glucose,34.706938753706766,34.286873952741495,72.63133719191683
Treated Healthy Cells,Gene_B,Glucose,77.55623252916713,77.3308670197597,47.63052686948621
Treated Healthy Cells,Gene_C,Glucose,61.817337997505255,57.0457915287861,1.3980485085166583
Cancerous Cells,Gene_D,Glucose,8.909500128865487,9.24229169050702,1.290419699751577
Treated Healthy Cells,Gene_E,Lactate,36.13160558712919,43.0185866778513,66.13108500493937
Treated Cancerous Cells,Gene_B,Pyruvate,65.4379962515022,58.66333129730164,84.7237537455598
Healthy Cells,Gene_C,Glutamate,97.67681194546044,90.95173164450526,78.52735375139964
Cancerous Cells,Gene_D,Lactate,22.242520687895883,18.848804993863865,31.040030193316348
Cancerous Cells,Gene_D,Glucose,78.29724045083975,80.5952968377483,47.11278849969545
Healthy Cells,Gene_A,Lactate,10.85858158643439,13.062448307659135,23.4160740101667
Treated Healthy Cells,Gene_A,ATP,20.55727102364261,24.22356600758072,98.91499106666726
Healthy Cells,Gene_B,Glucose,26.99481391208364,24.334388349012304,26.050644926023192
Treated Healthy Cells,Gene_A,Glutamate,72.576559913088,87.74791959088326,41.62615928493666
Healthy Cells,Gene_B,Glucose,23.148353925786548,19.90176920149871,68.11289513243032
Treated Cancerous Cells,Gene_E,Glutamate,71.82276121244794,78.6960726985409,87.6017669650776
Treated Healthy Cells,Gene_B,Glutamate,53.54885129088236,46.18065340196199,5.1475684067136545
Treated Cancerous Cells,Gene_A,Pyruvate,110.83940348238549,99.90907677973108,30.101967602712143
Cancerous Cells,Gene_E,Pyruvate,96.3680152189389,83.90914986521054,56.89858479644604
Healthy Cells,Gene_A,Lactate,65.50928399176497,73.9703134447818,61.83130813761834
Cancerous Cells,Gene_B,Lactate,90.40554443243497,87.07263066521955,7.002743849986082
Cancerous Cells,Gene_C,Glutamate,53.09596557446038,63.403039260503355,66.40787378420733
Cancerous Cells,Gene_D,Glucose,74.31836556175625,84.36522565284976,52.80643656085743
Cancerous Cells,Gene_A,ATP,24.127099453511434,26.112684736145585,82.76273793621446
Healthy Cells,Gene_B,ATP,10.711447648671522,9.770321110107494,22.21891762083007
Cancerous Cells,Gene_E,Glucose,49.88345565895949,61.59320070866687,19.50269850218761
Healthy Cells,Gene_A,Glucose,50.47828766560527,43.4690392663586,79.33372219279558
Healthy Cells,Gene_A,Pyruvate,35.32300389128403,42.64407952924319,70.38691289396162
Treated Cancerous Cells,Gene_D,ATP,50.072444268753735,52.67478524300462,79.16733605776747
Treated Healthy Cells,Gene_B,Glutamate,30.08278419149392,36.13826115655425,78.19341410280795
Treated Healthy Cells,Gene_C,Lactate,69.34154841734238,62.605953144282914,10.400067583046068
Healthy Cells,Gene_E,Pyruvate,2.6182601085582338,3.056836734762991,27.858304729915083
Treated Cancerous Cells,Gene_B,ATP,111.91603002788577,96.98913418817632,26.008513613644634
Healthy Cells,Gene_E,Glucose,93.58876091490363,92.47089920455704,93.45872814168396
Healthy Cells,Gene_A,ATP,110.30474612881841,93.52701625819336,48.746657405034554
Healthy Cells,Gene_D,Glutamate,33.43958957293229,36.50034955837184,11.105713270001738
Treated Cancerous Cells,Gene_D,Pyruvate,52.217142736831754,53.189095765909975,28.957790593001874
Treated Healthy Cells,Gene_C,Glucose,102.82653915814241,95.41306030575753,87.19016485164714
Treated Cancerous Cells,Gene_D,Glutamate,102.21463238972758,90.23460564275865,84.70663781653133
Cancerous Cells,Gene_A,Lactate,76.53856251100221,79.02444759011473,90.03394834405374
Treated Cancerous Cells,Gene_C,Pyruvate,47.127165774548445,40.73315898475924,38.852877273702
Treated Cancerous Cells,Gene_B,Glutamate,47.810530234222774,56.43392231821734,64.13409614899965
Treated Cancerous Cells,Gene_D,Glutamate,85.90999609058149,79.29124742166476,27.817391987532368
Treated Cancerous Cells,Gene_C,Glucose,25.643459602368917,27.301199554003176,18.082533115237386
Treated Healthy Cells,Gene_A,Lactate,52.65521145880712,62.64493682281114,2.190107592636792
Cancerous Cells,Gene_E,Glutamate,79.04006033934893,82.79343248518568,22.344094968934947
Treated Healthy Cells,Gene_E,Pyruvate,81.50489379065144,70.74547917329014,60.43741368922729
Treated Healthy Cells,Gene_A,Glutamate,57.16433047566535,47.94806311910007,90.42103136067927
Treated Cancerous Cells,Gene_A,ATP,55.95403196813322,58.46083595551583,13.342055321544176
Healthy Cells,Gene_E,Pyruvate,114.14917159837556,98.86755431457941,91.8011560965442
Healthy Cells,Gene_C,Pyruvate,60.43125309440319,60.19877946472101,34.538523487172135
Treated Healthy Cells,Gene_E,Glutamate,85.38141006097706,78.56177540186438,42.682840761432075
Treated Healthy Cells,Gene_A,Glucose,59.44706481384305,72.66047643776626,36.49785404687468
Treated Cancerous Cells,Gene_D,Pyruvate,71.75721397310728,70.14906155293632,40.86081399197039
Treated Healthy Cells,Gene_B,ATP,59.31999800706105,71.63690551140436,25.919314918766524
Treated Cancerous Cells,Gene_D,Glucose,41.235284865426244,45.44097512814639,69.86046783114386
Healthy Cells,Gene_D,Glucose,48.68324514838067,47.41601745181253,75.81831102701669
Healthy Cells,Gene_A,Glucose,52.53469295912204,46.78627373607823,82.31128908522648
Cancerous Cells,Gene_E,Pyruvate,3.4064604895185493,3.325460721260809,34.12895833599671
Healthy Cells,Gene_C,Glucose,28.31255935111648,24.106533033232346,76.46268910277948
Treated Healthy Cells,Gene_D,Glutamate,17.37505009557333,15.45640066498828,63.767535747681514
Healthy Cells,Gene_E,Glucose,76.45553283557447,88.64450113972573,95.79160868403928
Treated Cancerous Cells,Gene_C,ATP,26.275616051020418,27.496936645294902,42.47851666985476
Healthy Cells,Gene_D,Lactate,14.77728610357015,13.84426344655404,99.23097278833546
Cancerous Cells,Gene_C,ATP,14.076955004571337,11.976693191088494,74.03940300078715
Healthy Cells,Gene_E,Pyruvate,83.65482946605765,69.99898345521586,77.62777549589974
Treated Cancerous Cells,Gene_B,Glucose,0.6723728887250642,0.6083310914959283,2.5704860109661
Treated Cancerous Cells,Gene_E,Glucose,48.52115211301383,47.130440175650826,49.739835133609645
Treated Healthy Cells,Gene_A,Glutamate,13.107249660874235,11.887110559819625,52.833671231202516
Healthy Cells,Gene_C,Glucose,77.25942937306758,84.96633776359052,4.060010192059959
Treated Cancerous Cells,Gene_B,ATP,87.54880541891632,95.84503564524583,31.2131223490555
Cancerous Cells,Gene_C,Pyruvate,101.79478754720553,95.87546162149036,95.56441806277962
Treated Healthy Cells,Gene_C,Lactate,50.76993006260872,44.19641089467693,42.61114363601356
Cancerous Cells,Gene_D,Glucose,76.56344966085162,64.45148244347965,18.670198455830743
Healthy Cells,Gene_A,Lactate,56.16432180296859,59.97041365107446,51.333870702640816
Healthy Cells,Gene_C,Glucose,39.156102315891694,35.003890138595295,3.376557722046525
Healthy Cells,Gene_E,Pyruvate,50.65054307279875,44.40644914205312,51.59886999708573
Treated Healthy Cells,Gene_E,ATP,6.749288059008297,6.432369723328568,59.42683060300878
Treated Cancerous Cells,Gene_D,Pyruvate,74.71906359190632,79.56990326714872,35.769436255300626
Treated Healthy Cells,Gene_A,Lactate,25.22742900647734,24.080351215461903,76.25761980935596
Cancerous Cells,Gene_A,Glucose,47.608374254436505,46.05273311363762,13.571407700100535
Treated Healthy Cells,Gene_E,Lactate,50.11000803145613,48.06207336166439,87.81834098806966
Cancerous Cells,Gene_B,ATP,58.74599799051067,56.07117391513182,95.54449103904203
Treated Healthy Cells,Gene_D,Pyruvate,93.1416952408756,81.787663788809,0.12345246028885315
Treated Cancerous Cells,Gene_D,Lactate,60.0575307081366,69.18810461837496,84.27216600431593
Cancerous Cells,Gene_E,Lactate,62.7866057236318,66.3063049129192,50.61051489073335
Healthy Cells,Gene_E,ATP,54.48659048103125,52.67454958049398,46.14056338385167
Healthy Cells,Gene_B,Glucose,8.763937477958741,9.595575494658991,23.86791068743811
Treated Healthy Cells,Gene_B,Lactate,47.889711398049826,40.20084716508614,44.732504111163664
Healthy Cells,Gene_A,ATP,86.6620752207959,95.73168512905521,95.04271496301374
Cancerous Cells,Gene_D,Glucose,98.34537115199153,99.55480752882525,21.078763395438372
Healthy Cells,Gene_D,Glucose,84.07639326195923,73.04981461009183,17.904123845076235
Treated Cancerous Cells,Gene_E,Pyruvate,18.929824296122092,22.751496307464503,24.189630405944797
Treated Cancerous Cells,Gene_A,ATP,11.496068908296458,10.189064600339591,55.18341943372664
Treated Healthy Cells,Gene_D,Glucose,42.654505530407725,41.476435904619926,93.02998154332998
Cancerous Cells,Gene_A,Pyruvate,69.61538157289944,85.65719023593357,57.38815907652576
Treated Cancerous Cells,Gene_A,Glutamate,83.82036032963957,72.18642398950004,24.34824766058209
Treated Cancerous Cells,Gene_E,ATP,72.09721014710868,88.38922375411049,44.04523153212621
Cancerous Cells,Gene_A,Glutamate,61.952461809995484,61.57763146976522,39.040013178574576
Healthy Cells,Gene_B,Glucose,10.681875653280727,13.032836458969232,4.656946986243726
Healthy Cells,Gene_B,ATP,9.510616726042908,11.479596699816408,51.06418485290586
Treated Healthy Cells,Gene_C,Pyruvate,5.543698209920888,4.800230263012928,12.60063866336738
Healthy Cells,Gene_E,Glucose,62.73777079131931,56.7079970573531,84.22440420838751
Cancerous Cells,Gene_C,ATP,21.344270946220014,24.288623662478905,54.896290929589675
